locatin,year,landCover_2016,landCover_2019
SOFA-MOUNTAIN-31,2022,50,50
SOFA-MOUNTAIN-32,2022,50,50
SOFA-MOUNTAIN-80,2022,220,220
SOFA-MOUNTAIN-81,2022,50,50
STONEY-FLATS-156,2022,50,50
STONEY-FLATS-157,2022,100,100
STONEY-FLATS-158,2022,50,50
STONEY-FLATS-159,2022,100,100
STONEY-FLATS-160,2022,100,100
STONEY-FLATS-161,2022,100,100
SUMMIT-LAKE-11,2022,210,33
SUMMIT-LAKE-12,2022,210,33
SUMMIT-LAKE-125,2022,210,33
SUMMIT-LAKE-9,2022,210,33
WISHBONE-TRAIL-33,2022,80,80
WISHBONE-TRAIL-34,2022,80,80
WISHBONE-TRAIL-35,2022,80,80
WISHBONE-TRAIL-36,2022,80,80
WISHBONE-TRAIL-37,2022,220,220
WISHBONE-TRAIL-38,2022,220,220
WISHBONE-TRAIL-39,2022,220,220
WISHBONE-TRAIL-40,2022,220,220
WISHBONE-TRAIL-60,2022,220,220
WISHBONE-TRAIL-61,2022,220,220
YARROW-CABIN-TRAIL-567,2022,210,210
YARROW-CABIN-TRAIL-568,2022,210,210
YARROW-CABIN-TRAIL-569,2022,210,210
YARROW-CABIN-TRAIL-570,2022,210,210
YARROW-CABIN-TRAIL-571,2022,210,210
YARROW-CABIN-TRAIL-572,2022,210,210
YARROW-CABIN-TRAIL-573,2022,210,210
YARROW-CABIN-TRAIL-574,2022,210,210
YARROW-CABIN-TRAIL-590,2022,50,50
YARROW-CABIN-TRAIL-591,2022,220,220
